対象年月,区CD,行政区CD,区名,支所等,性別,年齢,値,,
201801,28100,00000,全市,合計,合計,総数,1541070,,
201801,28100,00000,全市,合計,合計,0,11133,,
201801,28100,00000,全市,合計,合計,1,11909,,
201801,28100,00000,全市,合計,合計,2,11984,,
201801,28100,00000,全市,合計,合計,3,12188,,
201801,28100,00000,全市,合計,合計,4,12305,,
201801,28100,00000,全市,合計,合計,5,12566,,
201801,28100,00000,全市,合計,合計,6,12743,,
201801,28100,00000,全市,合計,合計,7,13114,,
201801,28100,00000,全市,合計,合計,8,13145,,
201801,28100,00000,全市,合計,合計,9,13237,,
201801,28100,00000,全市,合計,合計,10,13130,,
201801,28100,00000,全市,合計,合計,11,13294,,
201801,28100,00000,全市,合計,合計,12,12991,,
201801,28100,00000,全市,合計,合計,13,13351,,
201801,28100,00000,全市,合計,合計,14,13637,,
201801,28100,00000,全市,合計,合計,15,13872,,
201801,28100,00000,全市,合計,合計,16,13723,,
201801,28100,00000,全市,合計,合計,17,14237,,
201801,28100,00000,全市,合計,合計,18,14343,,
201801,28100,00000,全市,合計,合計,19,15288,,
201801,28100,00000,全市,合計,合計,20,15201,,
201801,28100,00000,全市,合計,合計,21,15803,,
201801,28100,00000,全市,合計,合計,22,15490,,
201801,28100,00000,全市,合計,合計,23,16100,,
201801,28100,00000,全市,合計,合計,24,15388,,
201801,28100,00000,全市,合計,合計,25,15438,,
201801,28100,00000,全市,合計,合計,26,15245,,
201801,28100,00000,全市,合計,合計,27,15574,,
201801,28100,00000,全市,合計,合計,28,15466,,
201801,28100,00000,全市,合計,合計,29,16171,,
201801,28100,00000,全市,合計,合計,30,16293,,
201801,28100,00000,全市,合計,合計,31,16714,,
201801,28100,00000,全市,合計,合計,32,16979,,
201801,28100,00000,全市,合計,合計,33,17809,,
201801,28100,00000,全市,合計,合計,34,18023,,
201801,28100,00000,全市,合計,合計,35,17969,,
201801,28100,00000,全市,合計,合計,36,18099,,
201801,28100,00000,全市,合計,合計,37,18503,,
201801,28100,00000,全市,合計,合計,38,19082,,
201801,28100,00000,全市,合計,合計,39,20531,,
201801,28100,00000,全市,合計,合計,40,20944,,
201801,28100,00000,全市,合計,合計,41,21536,,
201801,28100,00000,全市,合計,合計,42,22935,,
201801,28100,00000,全市,合計,合計,43,24407,,
