対象年月,区CD,行政区CD,区名,支所等,性別,年齢,値,,
201410,28100,00000,全市,合計,合計,総数,1550917,,
201410,28100,00000,全市,合計,合計,0,11981,,
201410,28100,00000,全市,合計,合計,1,12362,,
201410,28100,00000,全市,合計,合計,2,12550,,
201410,28100,00000,全市,合計,合計,3,12787,,
201410,28100,00000,全市,合計,合計,4,13153,,
201410,28100,00000,全市,合計,合計,5,13033,,
201410,28100,00000,全市,合計,合計,6,13200,,
201410,28100,00000,全市,合計,合計,7,13110,,
201410,28100,00000,全市,合計,合計,8,13111,,
201410,28100,00000,全市,合計,合計,9,13088,,
201410,28100,00000,全市,合計,合計,10,13179,,
201410,28100,00000,全市,合計,合計,11,13713,,
201410,28100,00000,全市,合計,合計,12,13822,,
201410,28100,00000,全市,合計,合計,13,13851,,
201410,28100,00000,全市,合計,合計,14,14189,,
201410,28100,00000,全市,合計,合計,15,14180,,
201410,28100,00000,全市,合計,合計,16,14238,,
201410,28100,00000,全市,合計,合計,17,13927,,
201410,28100,00000,全市,合計,合計,18,14314,,
201410,28100,00000,全市,合計,合計,19,14507,,
201410,28100,00000,全市,合計,合計,20,15077,,
201410,28100,00000,全市,合計,合計,21,15073,,
201410,28100,00000,全市,合計,合計,22,15661,,
201410,28100,00000,全市,合計,合計,23,15852,,
201410,28100,00000,全市,合計,合計,24,16414,,
201410,28100,00000,全市,合計,合計,25,16305,,
201410,28100,00000,全市,合計,合計,26,16836,,
201410,28100,00000,全市,合計,合計,27,16859,,
201410,28100,00000,全市,合計,合計,28,17199,,
201410,28100,00000,全市,合計,合計,29,17450,,
201410,28100,00000,全市,合計,合計,30,18334,,
201410,28100,00000,全市,合計,合計,31,18453,,
201410,28100,00000,全市,合計,合計,32,18129,,
201410,28100,00000,全市,合計,合計,33,18377,,
201410,28100,00000,全市,合計,合計,34,18764,,
201410,28100,00000,全市,合計,合計,35,19517,,
201410,28100,00000,全市,合計,合計,36,20494,,
201410,28100,00000,全市,合計,合計,37,21194,,
201410,28100,00000,全市,合計,合計,38,21850,,
201410,28100,00000,全市,合計,合計,39,23447,,
201410,28100,00000,全市,合計,合計,40,24832,,
201410,28100,00000,全市,合計,合計,41,25618,,
201410,28100,00000,全市,合計,合計,42,24784,,
201410,28100,00000,全市,合計,合計,43,24446,,
201410,28100,00000,全市,合計,合計,44,23846,,
201410,28100,00000,全市,合計,合計,45,23567,,
201410,28100,00000,全市,合計,合計,46,22582,,
201410,28100,00000,全市,合計,合計,47,22428,,
201410,28100,00000,全市,合計,合計,48,17079,,
201410,28100,00000,全市,合計,合計,49,21684,,
201410,28100,00000,全市,合計,合計,50,20507,,
201410,28100,00000,全市,合計,合計,51,19922,,
201410,28100,00000,全市,合計,合計,52,19437,,
201410,28100,00000,全市,合計,合計,53,18505,,
201410,28100,00000,全市,合計,合計,54,18639,,
201410,28100,00000,全市,合計,合計,55,19035,,
201410,28100,00000,全市,合計,合計,56,18647,,
201410,28100,00000,全市,合計,合計,57,17244,,
201410,28100,00000,全市,合計,合計,58,18187,,
201410,28100,00000,全市,合計,合計,59,18315,,
201410,28100,00000,全市,合計,合計,60,18584,,
201410,28100,00000,全市,合計,合計,61,19885,,
201410,28100,00000,全市,合計,合計,62,20640,,
201410,28100,00000,全市,合計,合計,63,22131,,
201410,28100,00000,全市,合計,合計,64,23435,,
201410,28100,00000,全市,合計,合計,65,27436,,
201410,28100,00000,全市,合計,合計,66,27408,,
201410,28100,00000,全市,合計,合計,67,26421,,
201410,28100,00000,全市,合計,合計,68,15935,,
201410,28100,00000,全市,合計,合計,69,16449,,
201410,28100,00000,全市,合計,合計,70,20322,,
201410,28100,00000,全市,合計,合計,71,19547,,
201410,28100,00000,全市,合計,合計,72,20185,,
201410,28100,00000,全市,合計,合計,73,19973,,
201410,28100,00000,全市,合計,合計,74,17274,,
201410,28100,00000,全市,合計,合計,75,14885,,
201410,28100,00000,全市,合計,合計,76,14838,,
201410,28100,00000,全市,合計,合計,77,15592,,
201410,28100,00000,全市,合計,合計,78,15231,,
201410,28100,00000,全市,合計,合計,79,14821,,
201410,28100,00000,全市,合計,合計,80,12982,,
201410,28100,00000,全市,合計,合計,81,12945,,
201410,28100,00000,全市,合計,合計,82,12310,,
201410,28100,00000,全市,合計,合計,83,10709,,
201410,28100,00000,全市,合計,合計,84,9361,,
201410,28100,00000,全市,合計,合計,85,8745,,
201410,28100,00000,全市,合計,合計,86,7749,,
201410,28100,00000,全市,合計,合計,87,6715,,
201410,28100,00000,全市,合計,合計,88,6056,,
201410,28100,00000,全市,合計,合計,89,5013,,
201410,28100,00000,全市,合計,合計,90,4069,,
201410,28100,00000,全市,合計,合計,91,3257,,
201410,28100,00000,全市,合計,合計,92,2830,,
201410,28100,00000,全市,合計,合計,93,2124,,
201410,28100,00000,全市,合計,合計,94,1866,,
201410,28100,00000,全市,合計,合計,95,1137,,
201410,28100,00000,全市,合計,合計,96,957,,
201410,28100,00000,全市,合計,合計,97,664,,
201410,28100,00000,全市,合計,合計,98,495,,
201410,28100,00000,全市,合計,合計,99,356,,
201410,28100,00000,全市,合計,合計,100,701,,
201410,28100,00000,全市,合計,男,総数,737035,,
201410,28100,00000,全市,合計,男,0,6062,,
201410,28100,00000,全市,合計,男,1,6277,,
201410,28100,00000,全市,合計,男,2,6484,,
201410,28100,00000,全市,合計,男,3,6500,,
201410,28100,00000,全市,合計,男,4,6704,,
201410,28100,00000,全市,合計,男,5,6694,,
201410,28100,00000,全市,合計,男,6,6767,,
201410,28100,00000,全市,合計,男,7,6774,,
201410,28100,00000,全市,合計,男,8,6779,,
201410,28100,00000,全市,合計,男,9,6621,,
201410,28100,00000,全市,合計,男,10,6698,,
201410,28100,00000,全市,合計,男,11,7099,,
201410,28100,00000,全市,合計,男,12,7063,,
201410,28100,00000,全市,合計,男,13,7121,,
201410,28100,00000,全市,合計,男,14,7194,,
201410,28100,00000,全市,合計,男,15,7258,,
201410,28100,00000,全市,合計,男,16,7275,,
201410,28100,00000,全市,合計,男,17,7117,,
201410,28100,00000,全市,合計,男,18,7324,,
201410,28100,00000,全市,合計,男,19,7559,,
201410,28100,00000,全市,合計,男,20,7774,,
201410,28100,00000,全市,合計,男,21,7618,,
201410,28100,00000,全市,合計,男,22,7740,,
201410,28100,00000,全市,合計,男,23,7718,,
201410,28100,00000,全市,合計,男,24,8117,,
201410,28100,00000,全市,合計,男,25,7999,,
201410,28100,00000,全市,合計,男,26,8205,,
201410,28100,00000,全市,合計,男,27,8156,,
201410,28100,00000,全市,合計,男,28,8456,,
201410,28100,00000,全市,合計,男,29,8575,,
201410,28100,00000,全市,合計,男,30,8864,,
201410,28100,00000,全市,合計,男,31,8992,,
201410,28100,00000,全市,合計,男,32,8737,,
201410,28100,00000,全市,合計,男,33,8956,,
201410,28100,00000,全市,合計,男,34,9050,,
201410,28100,00000,全市,合計,男,35,9516,,
201410,28100,00000,全市,合計,男,36,9760,,
201410,28100,00000,全市,合計,男,37,10282,,
201410,28100,00000,全市,合計,男,38,10600,,
201410,28100,00000,全市,合計,男,39,11396,,
201410,28100,00000,全市,合計,男,40,12115,,
201410,28100,00000,全市,合計,男,41,12428,,
201410,28100,00000,全市,合計,男,42,12189,,
201410,28100,00000,全市,合計,男,43,11898,,
201410,28100,00000,全市,合計,男,44,11665,,
201410,28100,00000,全市,合計,男,45,11535,,
201410,28100,00000,全市,合計,男,46,11139,,
201410,28100,00000,全市,合計,男,47,10869,,
201410,28100,00000,全市,合計,男,48,8291,,
201410,28100,00000,全市,合計,男,49,10516,,
201410,28100,00000,全市,合計,男,50,9927,,
201410,28100,00000,全市,合計,男,51,9635,,
201410,28100,00000,全市,合計,男,52,9421,,
201410,28100,00000,全市,合計,男,53,9052,,
201410,28100,00000,全市,合計,男,54,8901,,
201410,28100,00000,全市,合計,男,55,9127,,
201410,28100,00000,全市,合計,男,56,8936,,
201410,28100,00000,全市,合計,男,57,8278,,
201410,28100,00000,全市,合計,男,58,8818,,
201410,28100,00000,全市,合計,男,59,8848,,
201410,28100,00000,全市,合計,男,60,8997,,
201410,28100,00000,全市,合計,男,61,9571,,
201410,28100,00000,全市,合計,男,62,10101,,
