対象年月,区CD,行政区CD,区名,支所等,性別,年齢,値,,
201901,28100,00000,全市,合計,合計,総数,1535837,,
201901,28100,00000,全市,合計,合計,0,10301,,
201901,28100,00000,全市,合計,合計,1,11415,,
201901,28100,00000,全市,合計,合計,2,11842,,
201901,28100,00000,全市,合計,合計,3,11994,,
201901,28100,00000,全市,合計,合計,4,12183,,
201901,28100,00000,全市,合計,合計,5,12322,,
201901,28100,00000,全市,合計,合計,6,12586,,
201901,28100,00000,全市,合計,合計,7,12757,,
201901,28100,00000,全市,合計,合計,8,13113,,
201901,28100,00000,全市,合計,合計,9,13163,,
201901,28100,00000,全市,合計,合計,10,13311,,
201901,28100,00000,全市,合計,合計,11,13178,,
201901,28100,00000,全市,合計,合計,12,13312,,
201901,28100,00000,全市,合計,合計,13,13011,,
201901,28100,00000,全市,合計,合計,14,13373,,
201901,28100,00000,全市,合計,合計,15,13638,,
201901,28100,00000,全市,合計,合計,16,13842,,
201901,28100,00000,全市,合計,合計,17,13732,,
201901,28100,00000,全市,合計,合計,18,14385,,
201901,28100,00000,全市,合計,合計,19,15258,,
201901,28100,00000,全市,合計,合計,20,15648,,
201901,28100,00000,全市,合計,合計,21,15610,,
201901,28100,00000,全市,合計,合計,22,16014,,
201901,28100,00000,全市,合計,合計,23,15647,,
201901,28100,00000,全市,合計,合計,24,15915,,
201901,28100,00000,全市,合計,合計,25,15163,,
201901,28100,00000,全市,合計,合計,26,15184,,
201901,28100,00000,全市,合計,合計,27,14946,,
201901,28100,00000,全市,合計,合計,28,15251,,
201901,28100,00000,全市,合計,合計,29,15225,,
201901,28100,00000,全市,合計,合計,30,15916,,
201901,28100,00000,全市,合計,合計,31,16169,,
201901,28100,00000,全市,合計,合計,32,16558,,
201901,28100,00000,全市,合計,合計,33,16933,,
201901,28100,00000,全市,合計,合計,34,17664,,
201901,28100,00000,全市,合計,合計,35,17917,,
201901,28100,00000,全市,合計,合計,36,18019,,
201901,28100,00000,全市,合計,合計,37,18037,,
201901,28100,00000,全市,合計,合計,38,18460,,
201901,28100,00000,全市,合計,合計,39,19033,,
201901,28100,00000,全市,合計,合計,40,20531,,
201901,28100,00000,全市,合計,合計,41,20889,,
201901,28100,00000,全市,合計,合計,42,21504,,
201901,28100,00000,全市,合計,合計,43,22938,,
201901,28100,00000,全市,合計,合計,44,24368,,
201901,28100,00000,全市,合計,合計,45,25614,,
201901,28100,00000,全市,合計,合計,46,24897,,
201901,28100,00000,全市,合計,合計,47,24512,,
201901,28100,00000,全市,合計,合計,48,24039,,
201901,28100,00000,全市,合計,合計,49,23246,,
201901,28100,00000,全市,合計,合計,50,23153,,
201901,28100,00000,全市,合計,合計,51,22374,,
201901,28100,00000,全市,合計,合計,52,17188,,
201901,28100,00000,全市,合計,合計,53,21364,,
201901,28100,00000,全市,合計,合計,54,20470,,
201901,28100,00000,全市,合計,合計,55,19807,,
201901,28100,00000,全市,合計,合計,56,19231,,
201901,28100,00000,全市,合計,合計,57,18710,,
201901,28100,00000,全市,合計,合計,58,18313,,
201901,28100,00000,全市,合計,合計,59,18390,,
201901,28100,00000,全市,合計,合計,60,18456,,
201901,28100,00000,全市,合計,合計,61,17208,,
201901,28100,00000,全市,合計,合計,62,18001,,
201901,28100,00000,全市,合計,合計,63,17573,,
201901,28100,00000,全市,合計,合計,64,17933,,
201901,28100,00000,全市,合計,合計,65,19341,,
201901,28100,00000,全市,合計,合計,66,19759,,
201901,28100,00000,全市,合計,合計,67,20823,,
201901,28100,00000,全市,合計,合計,68,22340,,
201901,28100,00000,全市,合計,合計,69,25598,,
201901,28100,00000,全市,合計,合計,70,26610,,
201901,28100,00000,全市,合計,合計,71,25928,,
201901,28100,00000,全市,合計,合計,72,17578,,
201901,28100,00000,全市,合計,合計,73,14676,,
201901,28100,00000,全市,合計,合計,74,18208,,
201901,28100,00000,全市,合計,合計,75,18720,,
201901,28100,00000,全市,合計,合計,76,17960,,
201901,28100,00000,全市,合計,合計,77,18724,,
201901,28100,00000,全市,合計,合計,78,16278,,
201901,28100,00000,全市,合計,合計,79,13867,,
201901,28100,00000,全市,合計,合計,80,12863,,
201901,28100,00000,全市,合計,合計,81,14201,,
201901,28100,00000,全市,合計,合計,82,12886,,
201901,28100,00000,全市,合計,合計,83,12982,,
201901,28100,00000,全市,合計,合計,84,11044,,
201901,28100,00000,全市,合計,合計,85,10504,,
201901,28100,00000,全市,合計,合計,86,9946,,
201901,28100,00000,全市,合計,合計,87,8029,,
201901,28100,00000,全市,合計,合計,88,7365,,
201901,28100,00000,全市,合計,合計,89,6234,,
201901,28100,00000,全市,合計,合計,90,5515,,
201901,28100,00000,全市,合計,合計,91,4329,,
201901,28100,00000,全市,合計,合計,92,3712,,
201901,28100,00000,全市,合計,合計,93,2958,,
201901,28100,00000,全市,合計,合計,94,2299,,
201901,28100,00000,全市,合計,合計,95,1675,,
201901,28100,00000,全市,合計,合計,96,1327,,
201901,28100,00000,全市,合計,合計,97,963,,
201901,28100,00000,全市,合計,合計,98,685,,
201901,28100,00000,全市,合計,合計,99,396,,
201901,28100,00000,全市,合計,合計,100,780,,
201901,28100,00000,全市,合計,男,総数,728796,,
201901,28100,00000,全市,合計,男,0,5397,,
201901,28100,00000,全市,合計,男,1,5857,,
201901,28100,00000,全市,合計,男,2,6117,,
201901,28100,00000,全市,合計,男,3,6173,,
201901,28100,00000,全市,合計,男,4,6258,,
201901,28100,00000,全市,合計,男,5,6262,,
201901,28100,00000,全市,合計,男,6,6547,,
201901,28100,00000,全市,合計,男,7,6439,,
201901,28100,00000,全市,合計,男,8,6735,,
201901,28100,00000,全市,合計,男,9,6719,,
201901,28100,00000,全市,合計,男,10,6800,,
201901,28100,00000,全市,合計,男,11,6817,,
201901,28100,00000,全市,合計,男,12,6844,,
201901,28100,00000,全市,合計,男,13,6645,,
201901,28100,00000,全市,合計,男,14,6744,,
201901,28100,00000,全市,合計,男,15,7088,,
201901,28100,00000,全市,合計,男,16,7023,,
201901,28100,00000,全市,合計,男,17,7075,,
201901,28100,00000,全市,合計,男,18,7327,,
201901,28100,00000,全市,合計,男,19,7810,,
201901,28100,00000,全市,合計,男,20,7952,,
